id,unit_id,status,ownership_type,date_acquired,purchase_amount,monthly_payment,payment_start_date,payment_end_date,lender,make,model,year,purchase_odometer,purchase_odometer_update,odometer,odometer_update,fair_market_value,fair_market_value_date,down_payment,interest_rate,balloon_payment
523,Truck 0856,INACTIVE,Owner Operator Owned,06/04/2024,0,0,06/04/2024,,Bawse Hawg Trucking LLC,FRHT,TT,2015,,,,,,,,0,
524,Truck 0217,INACTIVE,Owner Operator Owned,09/14/2023,0,0,09/14/2023,,Ahmad Sattari,Kenworth,TK,2020,,,,,,,,0,
525,Truck 0819,INACTIVE,Owner Operator Owned,05/30/2024,0,0,05/30/2024,,CU Logistics,PETERBILT,579,2019,,,,,,,,0,
526,Truck 0621,INACTIVE,Owner operator owned,,0,0,,,,Peterbilt,-,2017,0,,,,0,,0,0,0
527,Truck 0528,INACTIVE,Owner operator owned,2024-10-24,,,,,Aramaya Trucking LLC,Mack,TT,2023,,,,,,,,,
528,Truck 0701,INACTIVE,Owner operator owned,2024-10-25,,,,,Nietzsche Trucking LLC,volvo,TT,2012,,,,,,,,,
529,Truck 0328,ACTIVE,Owner Operator Owned,2024-09-18,0,0,2024-09-18,,NAJAT ALI,Freightliner,TT,2019,,,595582,5-12-2025 5:51:47,,,,0,
530,Truck 0919,INACTIVE,Owner operator owned,,0,0,,,,FRHT,CA1,2019,0,,,,0,,0,0,0
531,Truck 0580,INACTIVE,Owner Operator Owned,02/01/2024,0,0,02/01/2024,,Gore Transport LLC,PETERBILT,TR,2020,,,,,,,,0,
532,Truck 0921,INACTIVE,Owner Operator Owned,04/03/2024,0,0,04/03/2024,,DED TRUCKING,kenw,TT,2018,,,,,,,,0,
533,Truck 0922,INACTIVE,Owner Operator Owned,04/18/2024,0,0,04/18/2024,,OmniGlobal Logistics LLC,Freightliner,TT,2019,,,,,,,,0,
534,Truck 0924,INACTIVE,Owner Operator Owned,09/17/2024,0,0,09/17/2024,,,VOLVO,TT,2016,,,,,,,,0,
535,Truck 0349,INACTIVE,Owner Operator Owned,2024-09-11,0,0,2024-09-11,,Freedom transportation llc,Freightliner,CASCADIA,2017,,,,,,,,0,
536,SPOT-Truck 0062,active,Operating lease,2023-06-01,161280,4485.33,2023-06-01,2028-12-01,Ryder Truck Rental,Freightliner,Cascadia,2024,266288,,315807,5-12-2025 5:38:49,0,,0,0,0
537,SPOT-Truck 0415,INACTIVE,Operating lease,2021-04-01,154900,3263.13,2021-04-01,2025-04-01,Mack Financial Services,Mack,Anthem,2022,0,,,,0,,29000,11.15,0
538,Truck 0928,INACTIVE,Owner Operator Owned,08/13/2024,0,0,08/13/2024,,Baley Cordes,INTERNATIONAL,TT,2017,,,,,,,,0,
539,SPOT-Truck 0159,INACTIVE,Operating lease,2021-11-01,165360,4865,2021-11-01,2024-11-01,Transchicago,Freightliner,Cascadia,2022,0,,,,0,,0,0,0
540,SPOT-Truck 0484,ACTIVE,Financed,2024-11-01,175730.33,3296,2024-11-01,2029-11-01,Volvo Financial Services,VOLVO,VNL860,2025,20787,,77344,5-7-2025 18:23:17,0,,17549.89,9.16,0
541,Truck 0392,INACTIVE,Owner Operator Owned,12/22/2023,0,0,,,Lebon Transportation LLC,Freightliner,Cascadia,2021,,,,,,,,0,
542,Truck 0086,INACTIVE,Owner Operator Owned,09/25/2023,0,0,,,Top Level Express LLC,Freightliner,-,2016,,,,,,,,0,
543,Truck 0389,INACTIVE,Owner Operator Owned,06/27/2024,0,0,06/27/2024,,,VOVLO,TT,2021,,,,,,,,0,
544,Truck 0518,ACTIVE,Owner Operator Owned,08/21/2024,0,0,08/21/2024,,Steve Ali,Freightliner,Cascadia,2018,,,707052,5-12-2025 9:24:20,,,,0,
545,Truck 0630,INACTIVE,Owner Operator Owned,05/15/2024,0,0,05/15/2024,,RAFIQ EXPRESS LLC,Freightliner,CASCADIA,2018,,,,,,,,0,
546,Truck 0933,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,INTERNATIONAL,TT,2020,0,,,,0,,0,0,0
547,SPOT-Truck 0113,ACTIVE,Financed,2024-06-01,167200,3805.3,2024-06-01,2029-06-01,CEFI,Kenworth,T680,2025,2631,,181927,5-5-2025 18:25:37,0,,0,13.01,0
548,Truck 0935,INACTIVE,Owner Operator Owned,08/27/2024,0,0,08/27/2024,,,VOLVO,VNL 64T730,2013,,,,,,,,0,
549,Truck 0524,ACTIVE,Owner operator owned,,0,0,,,Team Aiken Trucking Company LLC,freightliner,TR,2014,0,,1016512,5-10-2025 19:55:39,0,,0,0,0
550,Truck 0733,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Freightliner,Cascadia,2020,0,,,,0,,0,0,0
551,Truck 0525,ACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Peterbilt,TT,2016,0,,738958,5-9-2025 0:55:17,0,,0,0,0
552,Truck 0279,ACTIVE,Owner operator owned,2024-10-21,,,,,Tracy Lynch,freightliner,TT,2019,,,694809,5-12-2025 3:50:28,,,,,
553,Truck 0592,INACTIVE,Owner Operator Owned,02/12/2024,0,0,,,,VOLVO,VN,2017,,,,,,,,0,
554,Truck 0510,INACTIVE,Owner Operator Owned,2024-08-29,0,0,2024-08-29,,Faithful Tidings Logistics,Freightliner,TT,2019,,,,,,,,0,
555,Truck 0249,INACTIVE,Owner Operator Owned,11/14/2023,0,0,,,Jonathan Molina,Freightliner,CASCADIA,2018,,,,,,,,0,
556,Truck 0778,INACTIVE,Owner Operator Owned,05/13/2024,0,0,05/13/2024,,,volvo,tr,2017,,,,,,,,0,
557,SPOT-Truck 0244,INACTIVE,Rental,2024-02-01,0,2382,2024-09-01,,KTN Logisitics Inc,International,LT625,2019,459740,,,,0,,0,0,0
559,Truck 0584,INACTIVE,Owner Operator Owned,02/07/2024,0,0,,,,Freightliner,TT,2015,,,,,,,,0,
560,SPOT-Truck 0331,ACTIVE,Financed,2024-10-01,123000,3536.4,2024-10-01,2027-10-01,Y&C Truck Capital Premium LLC,Freightliner,Cascadia,2023,175883,,274814,5-12-2025 0:37:38,94550,29-04-25,23500,14.99,0
561,SPOT-Truck 0226,ACTIVE,Operating lease,2023-04-01,117590,4070,2023-04-01,2027-04-01,Penske,International,LT625,2022,148845,,439151,5-12-2025 3:46:16,59850,29-04-25,0,0,0
562,SPOT-Truck 0465,ACTIVE,Operating lease,2024-12-01,172227,4590.31,2025-01-01,2030-01-01,Ryder Truck Rental,Freightliner,Cascadia,2025,6188,,53213,5-9-2025 16:03:13,0,,0,0,0
563,SPOT-Truck 0492,ACTIVE,Operating lease,2024-12-01,172227,4590.31,2025-01-01,2030-01-01,Ryder Truck Rental,Freightliner,Cascadia,2025,151,,43490,5-12-2025 4:10:38,0,,0,0,0
565,Truck 0943,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2019,0,,,,0,,0,0,0
566,Truck 0663,INACTIVE,Owner Operator Owned,03/04/2024,0,0,03/04/2024,,UW trucking LLC,Freightliner,TT,2005,,,,,,,,0,
567,Truck 0917,INACTIVE,Owner Operator Owned,08/08/2024,0,0,08/08/2024,,,Freightliner,Cascadia 125,2019,,,,,,,,0,
569,SPOT-Truck 0807,INACTIVE,Rental,2024-08-01,0,3728,2024-08-01,,Ryder Truck Rental,Freightliner,Cascadia,2021,382606,,,,0,,0,0,0
570,Truck 0945,INACTIVE,Owner Operator Owned,06/03/2024,0,0,06/03/2024,,,NHVOLV,TT,2007,,,,,,,,0,
571,Truck 0846,INACTIVE,Owner Operator Owned,06/13/2024,0,0,06/13/2024,,Daughterdadonthego,KENWORTH,TT,2019,,,,,,,,0,
572,Truck 0533,ACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2016,0,,932954,5-12-2025 5:59:11,0,,0,0,0
573,Truck 0942,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,International,TT,2019,0,,,,0,,0,0,0
574,Truck 0535,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Rosehall trucking and technical services llc,freightliner,TT,2021,0,,474120,4-29-2025 21:19:44,0,,0,0,0
575,Truck 0751,INACTIVE,Owner Operator Owned,05/03/2024,0,0,05/03/2024,,Ibrahima Diakite,Freightliner,Corp,2017,,,,,,,,0,
576,Truck 0826,INACTIVE,Owner Operator Owned,06/17/2024,0,0,06/17/2024,,jusewentransport llc,INTERNATIONAL,TT,2016,,,,,,,,0,
577,Truck 0950,INACTIVE,Owner Operator Owned,04/30/2024,0,0,04/30/2024,,B&B Logistics Services LLC,PETERBILT,TT,2011,,,,,,,,0,
582,SPOT-Truck 0015,ACTIVE,Financed,2024-05-01,168852,3635.15,2024-05-01,2029-05-01,"Crossroads Equipment Lease and Finance, LLC",Kenworth,T680,2024,439,2-20-2025 20:06:05,195445,5-11-2025 20:19:12,0,,9000,10.57,0
583,Truck 0951,INACTIVE,Owner Operator Owned,08/19/2024,0,0,08/19/2024,,,PETERBILT,TT,2010,,,,,,,,0,
584,Truck 0953,INACTIVE,Owner Operator Owned,04/26/2024,0,0,04/26/2024,,KTN Logistics Inc,KENWORTH,CONSTRUCTION,2023,,,,,,,,0,
585,Truck 0954,INACTIVE,Owner Operator Owned,04/23/2024,0,0,04/23/2024,,Zion express llc,Freightliner,,2016,,,,,,,,0,
586,SPOT-Truck 0381,ACTIVE,Lease Purchase,2024-07-01,175500,3889.22,2024-08-01,2029-08-01,Impel Leasing LLC,Kenworth,T680,2025,416,,133730,5-11-2025 23:15:01,0,,0,11.83,1
587,Truck 0955,INACTIVE,Owner Operator Owned,06/06/2024,0,0,06/06/2024,,,PETERBILT,TC,2015,,,,,,,,0,
588,Truck 0394,INACTIVE,Owner operator owned,2024-03-01,0,0,,,Layfield Sampson,VOLVO,TT,2005,0,,,,0,,0,0,0
589,Truck 0957,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,,2013,0,,,,0,,0,0,0
590,Truck 0575,INACTIVE,Owner Operator Owned,01/29/2024,0,0,,,,VOLVO,TT,2019,,,,,,,,0,
591,Truck 0958,INACTIVE,Rental,2024-08-01,0,2434,2024-08-01,,Ryder Truck Rental,VOLVO,TR,2020,0,,,,0,,0,0,0
592,Truck 0793,INACTIVE,Owner Operator Owned,04/25/2024,0,0,04/25/2024,,Power Move Logistics,VOLVO,TT,2012,,,,,,,,0,
593,Truck 0316,ACTIVE,Owner operator owned,2024-10-15,,,,,Steven Aparicio,Freightliner,TT,2019,,,607630,5-12-2025 9:16:17,,,,,
594,Truck 0959,INACTIVE,Owner operator owned,,0,0,,,,PETERBILT,,2009,0,,,,0,,0,0,0
595,Truck 0266,INACTIVE,Owner Operator Owned,11/21/2023,0,0,,,,Freightliner,Cascadia 125,2013,,,,,,,,0,
596,Truck 0952,INACTIVE,Owner operator owned,,0,0,,,Ryoung Transportation LLC,International,TT,2020,0,,,,0,,0,0,0
597,Truck 0210,ACTIVE,Owner Operator Owned,05/13/2024,0,0,05/13/2024,,IBEROSTAR LLC,VOLVO,VNL 860,2019,,,806583,5-12-2025 6:25:28,,,,0,
598,Truck 0794,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Freightliner,Cascadia,2020,0,,,,0,,0,0,0
599,Truck 0960,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,kenworth,TT,2018,0,,,,0,,0,0,0
600,Truck 0962,INACTIVE,Owner Operator Owned,02/22/2024,0,0,,,,Freightliner,TT,2009,,,,,,,,0,
601,Truck 0964,INACTIVE,Owner Operator Owned,04/12/2024,0,0,04/12/2024,,Arroyo Transport LLC,PETERBILT,TT,2017,,,,,,,,0,
603,Truck 0967,INACTIVE,Owner Operator Owned,12/01/2023,0,0,,,,VOLVO,-,2020,,,,,,,,0,
605,Truck 0938,INACTIVE,Owner Operator Owned,08/19/2024,0,0,08/19/2024,,,PETERBILT,579,2021,,,,,,,,0,
606,Truck 0968,INACTIVE,Owner operator owned,,0,0,,,,KENWORTH,CONSTRUCTION T680,2021,0,,,,0,,0,0,0
607,SPOT-Truck 0409,ACTIVE,Operating lease,2024-11-01,185000,3687,2024-12-01,2027-06-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,1142,,88306,5-12-2025 9:24:37,0,,0,0,0
608,SPOT-Truck 0399,ACTIVE,Financed,2024-09-01,80390,2146,2024-09-01,2028-09-01,"Crossroads Equipment Lease and Finance, LLC",Freightliner,Cascadia,2022,258824,,350844,5-12-2025 9:25:21,67991,29-04-25,19600,12.72,0
609,Truck 0969,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2016,0,,,,0,,0,0,0
610,Truck 0247,ACTIVE,Owner operator owned,,0,0,,,PAC Transportation LLC,Kenworth,TT,2024,0,,134583,5-12-2025 0:53:12,0,,0,0,0
611,SPOT-Truck 0342,ACTIVE,Operating lease,2024-07-01,141727,4130,2024-07-01,2027-07-01,Ryder Truck Rental,Freightliner,Cascadia,2024,347093,,199725,5-10-2025 14:20:39,0,,0,0,0
613,Truck 0550,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2007,0,,109539,4-9-2025 19:58:38,0,,0,0,0
615,Truck 0971,INACTIVE,Owner Operator Owned,02/16/2024,0,0,,,,KENWORTH,TR,2018,,,,,,,,0,
616,Truck 0972,INACTIVE,Owner Operator Owned,10/06/2023,0,0,,,,Freightliner,-,2018,,,,,,,,0,
617,Truck 0973,INACTIVE,Owner Operator Owned,01/05/2024,0,0,,,,Western Star,Western Star,2001,,,,,,,,0,
618,Truck 0974,INACTIVE,Owner operator owned,,0,0,,,,,,0,0,,,,0,,0,0,0
619,Truck 0976,INACTIVE,Owner operator owned,,0,0,,,,KENWORTH,TT,2020,0,,,,0,,0,0,0
620,Truck 0977,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2003,0,,,,0,,0,0,0
622,SPOT-Truck 0205,ACTIVE,Lease Purchase,2024-10-01,217200,3295,2024-10-01,2029-10-01,Cresco Capital Inc,Kenworth,T680,2024,950,,129202,5-12-2025 2:15:00,0,,19500,8.44,0
623,SPOT-Truck 0050,ACTIVE,Financed,2021-06-01,144417,2385,2021-06-01,2026-12-01,PACCAR Financial Corp,Peterbilt,579,2022,4033,,524043,5-12-2025 6:57:04,63051,29-04-25,14441.7,7.09,0
625,Truck 0555,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Mojoacc Inc,International,TT,2021,0,,396576,5-12-2025 9:24:34,0,,0,0,0
626,Truck 0889,INACTIVE,Owner Operator Owned,07/12/2024,0,0,07/12/2024,,American Eli Truck Network,KENWORTH,T58,2021,,,,,,,,0,
627,Truck 0754,INACTIVE,Owner Operator Owned,05/06/2024,0,0,05/06/2024,,Emole Kalu,Freightliner,TT,2017,,,,,,,,0,
628,Truck 0981,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2013,0,,,,0,,0,0,0
629,Truck 0982,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,TT,2015,0,,,,0,,0,0,0
630,Truck 0262,INACTIVE,Owner Operator Owned,10/10/2023,0,0,10/10/2023,,Power Move logistics,VOLVO,-,2012,,,,,,,,0,
631,Truck 0023,INACTIVE,Owner Operator Owned,12/11/2023,0,0,,,,Freightliner,-,2019,,,,,,,,0,
634,SPOT-Truck 0489,ACTIVE,Operating lease,2024-12-01,172227,4590.31,2025-01-01,2030-01-01,Ryder Truck Rental,Freightliner,Cascadia,2025,40,,57298,5-12-2025 9:23:08,0,,0,0,0
635,Truck 0558,ACTIVE,Owner Operator Owned,05/21/2024,0,0,05/21/2024,,Shakira Johnson,International,TT,2020,,,646616,5-9-2025 22:12:39,,,,0,
636,Truck 0439,INACTIVE,Owner Operator Owned,01/05/2024,0,0,,,,Freightliner,Cascadia 125,2018,,,,,,,,0,
637,Truck 0986,INACTIVE,Owner Operator Owned,08/07/2024,0,0,08/07/2024,,,Freightliner,CASCADIA,1997,,,,,,,,0,
638,SPOT-Truck 0355,ACTIVE,Operating lease,2024-10-01,187312,4901,2024-10-01,2028-10-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,68,,90505,5-12-2025 9:24:58,0,,0,0,0
639,Truck 0842,INACTIVE,Owner Operator Owned,06/10/2024,0,0,06/10/2024,,Sultan expres llc,VOLVO,TT,2016,,,,,,,,0,
641,Truck 0989,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,volvo,TT,2013,865733,,,,0,,0,0,0
642,Truck 0991,INACTIVE,Owner operator owned,,0,0,,,Cargoline logistics inc,freightliner,TT,2019,0,,,,0,,0,0,0
644,Truck 0155,ACTIVE,Owner Operator Owned,05/10/2024,0,0,05/10/2024,,IBEROSTAR LLC,VOLVO,TT,2017,,,924520,5-12-2025 5:42:21,,,,0,
645,SPOT-Truck 0218,ACTIVE,Lease Purchase,2023-12-01,198045,3908,2023-12-01,2028-12-01,"TPine Leasing Capital, L.P.",Peterbilt,579,2024,14553,,236938,4-16-2025 21:47:07,0,,19800,11.38,101
646,Truck 0081,ACTIVE,Financed,2024-03-01,114562.5,2642,2024-03-01,2029-03-01,"KLC Financial, LLC",Peterbilt,579,2022,399798,,442667,5-12-2025 3:39:07,0,,11456.25,13.6,0
647,SPOT-Truck 0121,ACTIVE,Financed,2024-08-01,115950,2892.31,2024-08-01,2029-08-01,"Green Truck Financial, LLC.",Freightliner,Cascadia,2023,98363,,234015,5-11-2025 11:18:49,94768,29-04-25,0,16.49,0
648,Truck 0436,INACTIVE,Owner Operator Owned,06/16/2023,0,0,06/16/2023,,Small Change Tr,VOLVO,TT,2019,,,,,,,,0,
649,Truck 0305,INACTIVE,Owner Operator Owned,12/07/2023,0,0,,,,Freightliner,Coronado,2003,,,,,,,,0,
650,Truck 0698,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,Cascadia 125,2014,0,,,,0,,0,0,0
651,Truck 0999,INACTIVE,Owner operator owned,,0,0,,,,Peterbilt,TT,1990,0,,,,0,,0,0,0
654,Truck 0220,INACTIVE,Owner Operator Owned,10/30/2023,0,0,10/30/2023,,DJ Transport LLC,Freightliner,Cascadia,2017,,,,,,,,0,
655,Truck 0623,INACTIVE,Owner Operator Owned,,0,0,,,,Freightliner,TR,2018,,,,,,,,0,
656,Truck 0281,INACTIVE,Owner Operator Owned,11/17/2023,0,0,11/17/2023,,YUAN HENG EXPRESS LLC,Freightliner,Cascadia,2016,,,,,,,,0,
657,Truck 0379,inactive,Owner operator owned,,0,0,,,Temp Vendor,Freightliner,Cascadia,2021,438839,,,,0,,0,0,0
658,Truck 1003,INACTIVE,Owner operator owned,,0,0,,,,FREIGHTLINER,CASCADIA,2019,0,,,,0,,0,0,0
659,Truck 1004,INACTIVE,Owner operator owned,2024-10-02,,,,,Keith Edward Gibson,kenworth,Construction,2017,,,,,,,,,
660,Truck 0480,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,volvo,TR,2018,633815,,,,0,,0,0,0
661,Truck 0199,INACTIVE,Owner Operator Owned,08/28/2023,0,0,,,Terrance Oglesby,Freightliner,TR,2018,,,,,,,,0,
665,SPOT-Truck 0048,ACTIVE,Lease Purchase,2023-08-01,197555,4008,2023-08-01,2028-08-01,"TPine Leasing Capital, L.P.",Freightliner,Cascadia,2024,69811,,277467,5-12-2025 9:26:21,0,,15000,10.67,101
666,Truck 0610,INACTIVE,Owner Operator Owned,04/15/2024,0,0,04/15/2024,,Jairon Fortuna,VOLVO,TT,2016,,,,,,,,0,
668,Truck 1009,INACTIVE,Owner Operator Owned,06/26/2024,0,0,06/26/2024,,,VOLVO,TR,2017,,,,,,,,0,
669,Truck 0936,INACTIVE,Owner operator owned,,0,0,,,jeddyloadtrucking,Kenworth,TT,2020,0,,,,0,,0,0,0
670,SPOT-Truck 0569,active,Lease Purchase,2025-01-01,175000,3575,2025-01-01,2030-01-01,HEC Leasing LLC,Peterbilt,579,2025,771,,28138,5-12-2025 4:47:48,0,,0,11.9,25000
671,Truck 0258,ACTIVE,Owner Operator Owned,06/28/2024,0,0,06/28/2024,,Ceejays logistics LLC,Freightliner,Cascadia,2018,,,579813,5-9-2025 17:00:13,,,,0,
672,Truck 0983,INACTIVE,Owner operator owned,2024-09-25,,,,,DSL llc,Freightliner,Cascadia,2017,,,,,,,,,
673,Truck 0710,INACTIVE,Owner Operator Owned,04/01/2024,0,0,04/01/2024,,LARGER THAN LIFE LLC,INTERNATIONAL,TR,2018,,,,,,,,0,
674,Truck 0573,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Mojoacc Inc,International,TT,2021,0,,391837,5-11-2025 20:05:09,0,,0,0,0
675,Truck 1016,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,Cascadia 126,2019,0,,,,0,,0,0,0
676,Truck 1019,INACTIVE,Owner Operator Owned,03/18/2024,0,0,03/18/2024,,Rightway Transport LLC,Freightliner,TT,2012,,,,,,,,0,
677,Truck 0204,INACTIVE,Owner Operator Owned,11/07/2023,0,0,,,Tblow Trucking,Kenworth,Con,2015,,,,,,,,0,
678,Truck 0075,INACTIVE,Owner Operator Owned,06/13/2023,0,0,,,C T MADDEN TRUCKING INC.,Freightliner,Cascadia,2023,,,,,,,,0,
679,Truck 0690,INACTIVE,Owner Operator Owned,03/25/2024,0,0,03/25/2024,,CH Carrier LLC,KENWORTH,TT,2016,,,,,,,,0,
680,Truck 1025,INACTIVE,Owner Operator Owned,06/20/2024,0,0,06/20/2024,,James Bradley,PETERBILT,TT,2020,,,,,,,,0,
681,Truck 1017,INACTIVE,Owner operator owned,2024-10-16,,,,,Monica Cherry,freightliner,PT1,2021,,,,,,,,,
682,Truck 0844,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,Freightliner,Cascadia,2019,0,,,,0,,0,0,0
683,Truck 0011,ACTIVE,Owner operator owned,,0,0,,,STEVE ALIUK,FREIGHTLINER,CASCADIA,2016,0,,619347,5-12-2025 7:50:14,0,,0,0,0
684,Truck 0299,ACTIVE,Owner operator owned,2024-10-10,,,,,Amu freight llc,freightliner,TT,2018,,,643920,5-10-2025 16:29:50,,,,,
685,SPOT-Truck 0375,ACTIVE,Lease Purchase,2024-02-01,168000,3720,2024-02-01,2028-02-01,AAA Lease LLC,International,LT625,2024,1571,,222770,5-12-2025 9:25:28,0,,5000,11.81,34000
686,Truck 0867,INACTIVE,Owner Operator Owned,06/25/2024,0,0,06/25/2024,,First Class Freight LLC,Freightliner,CASCADIA,2020,,,,,,,,0,
687,Truck 0534,INACTIVE,Owner Operator Owned,10/26/2023,0,0,10/26/2023,,KTN Logistics LLC,INTERNATIONAL,LT625,2019,,,,,,,,0,
688,Truck 0662,INACTIVE,Owner operator owned,,0,0,,,,VOLVO,TR,2018,0,,,,0,,0,0,0
689,Truck 0552,INACTIVE,Owner Operator Owned,01/24/2024,0,0,01/24/2024,,KEG Trucking LLC,KENWORTH,TT,2019,,,,,,,,0,
690,SPOT-Truck 1031,INACTIVE,FMV lease,2021-04-01,154500,3934.55,2021-04-01,2025-10-01,Penske,International,LT 626,2022,,,,,,,,0,
691,Truck 0781,ACTIVE,Owner operator owned,,0,0,,,,FREIGHTLINER,Cascadia,2021,0,,,,0,,0,0,0
692,Truck 1033,INACTIVE,Owner operator owned,,0,0,,,,Freightliner,TT,2018,0,,,,0,,0,0,0
693,Truck 0676,INACTIVE,Owner Operator Owned,03/13/2024,0,0,03/13/2024,,Jason Plant,Freightliner,TT,2018,,,,,,,,0,
694,Truck 0787,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2017,0,,,,0,,0,0,0
695,SPOT-Truck 0397,ACTIVE,Financed,2024-10-01,123000,3536.4,2024-10-01,2027-10-01,Y&C Truck Capital Premium LLC,Freightliner,Cascadia,2023,188989,,294274,5-12-2025 5:01:17,94212,29-04-25,23500,14.99,0
696,SPOT-Truck 0100,ACTIVE,Financed,2024-09-01,110500,2636,2024-09-01,2029-03-01,"RTS Financial Service, Inc",Freightliner,Cascadia,2023,109679,,208711,5-12-2025 5:17:59,95328,29-04-25,19050,11.6,0
698,Truck 0284,INACTIVE,Owner Operator Owned,04/09/2024,0,0,04/09/2024,,Jardz Transport,VOLVO,TT,2015,,,,,,,,0,
699,Truck 0143,INACTIVE,Owner operator owned,2024-08-01,0,0,2024-08-01,,David Crank,Freightliner,TT,2003,0,,,,0,,0,0,0
700,Truck 1040,INACTIVE,Owner operator owned,,,,,,Temp Vendor,kenworth,tt,2007,,,,,,,,,
701,Truck 1042,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2012,0,,,,0,,0,0,0
702,Truck 0894,INACTIVE,Owner Operator Owned,07/09/2024,0,0,07/09/2024,,VOLNY?S transportation Services LLC,Freightliner,CASCADIA,2015,,,,,,,,0,
705,Truck 0566,INACTIVE,Owner Operator Owned,01/25/2024,0,0,,,,VOLVO,TR,2007,,,,,,,,0,
706,Truck 1045,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,kenworth,TT,2019,0,,,,0,,0,0,0
707,SPOT-Truck 0303,ACTIVE,Lease Purchase,2024-01-01,170176.67,3665,2024-01-01,2028-07-01,"TPine Leasing Capital, L.P.",Peterbilt,579,2024,12256,,241153,5-12-2025 1:21:24,0,,17017.67,11.75,101
708,Truck 0188,ACTIVE,Owner operator owned,2024-10-06,,,,,RLS Freight and Dispatch LLC,International,TT,2019,,,490799,5-11-2025 22:23:50,,,,,
709,SPOT-Truck 0190,ACTIVE,Financed,2024-07-01,111000,2622.28,2024-07-01,2029-07-01,"Green Truck Financial, LLC.",Freightliner,Cascadia,2023,99224,,221316,5-9-2025 12:30:06,94968,29-04-25,0,13.99,0
710,SPOT-Truck 0238,INACTIVE,Rental,2024-08-01,0,3728,2024-08-01,,Ryder Truck Rental,Freightliner,Cascadia,2020,547343,,,,0,,0,0,0
711,Truck 0090,INACTIVE,Owner Operator Owned,04/05/2023,0,0,,,Dfn trucking llc,Volvo,-,2007,,,,,,,,0,
712,Truck 0520,INACTIVE,Owner Operator Owned,05/06/2024,0,0,05/06/2024,,Reaper Tranz LLC,KENWORTH,TT,2020,,,,,,,,0,
713,Truck 0769,INACTIVE,Owner Operator Owned,05/09/2024,0,0,05/09/2024,,McPrimes Express LLC,INTERNATIONAL,TR,2018,,,,,,,,0,
714,Truck 0775,INACTIVE,Owner Operator Owned,05/06/2024,0,0,05/06/2024,,BS Gouba Trucking & LOGISTICS INCS,Freightliner,TT,2020,,,,,,,,0,
715,Truck 1055,INACTIVE,Owner Operator Owned,04/29/2024,0,0,04/29/2024,,,PETERBILT,TT,2001,,,,,,,,0,
716,SPOT-Truck 0352,ACTIVE,Operating lease,2024-10-01,185000,4229,2024-11-01,2027-08-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,2063,,89629,5-12-2025 9:26:28,0,,0,0,0
717,SPOT-Truck 0160,ACTIVE,Lease Purchase,2024-11-01,67590,1495,2024-11-01,2028-03-01,Cresco Capital Inc,Kenworth,T680,2020,595340,,532011,5-10-2025 20:42:09,47154,29-04-25,7790,6.6,7790
718,Truck 0590,ACTIVE,Owner Operator Owned,04/05/2024,0,0,04/05/2024,,RLS Freight and Dispatch LLC,International,TT,2020,,,617614,5-6-2025 20:47:14,,,,0,
719,Truck 0553,INACTIVE,Owner Operator Owned,01/29/2024,0,0,,,,Freightliner,TT,2016,,,,,,,,0,
720,Truck 0651,INACTIVE,Owner operator owned,,0,0,,,,volvo,TT,2015,0,,,,0,,0,0,0
721,Truck 0886,INACTIVE,Owner Operator Owned,07/01/2024,0,0,07/01/2024,,Andre Lesignor Thomas,Freightliner,CASCADIA,2020,,,,,,,,0,
722,Truck 0804,INACTIVE,Owner Operator Owned,05/20/2024,0,0,05/20/2024,,Sherer Express Trucking LLC,Freightliner,TT,2013,,,,,,,,0,
